"","Species","Gene","Chromosome","peakStart","peakStop","GeneDirection","GeneStart","GeneStop","Distance","Proxy","Kd_Zenith","Kd_Max","ERE","Mis1_Max","Mis2_Max","Mis3_Max","Half","Info"
"622","Pongo_abelii","VTN","17",23020500,23023000,"-",23016994,23013097,3506,"Up",23020500,0.00307634,0,1,1,3,4,"ID=gene26188;Dbxref=GeneID:100174092;Name=VTN;description=vitronectin;gbkey=Gene;gene=VTN;gene_biotype=protein_coding"
"442","Pongo_abelii","ALDOC","17",23266500,23268500,"-",23307833,23305366,36866,"Down",23266500,0.00302372,0,1,0,1,2,"ID=gene26199;Dbxref=GeneID:100446169;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"452","Pongo_abelii","ALDOC","17",23268000,23270500,"-",23307833,23305366,34866,"Down",23268000,0.00312222,0,2,1,4,6,"ID=gene26199;Dbxref=GeneID:100446169;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"462","Pongo_abelii","ALDOC","17",23276000,23278500,"-",23307833,23305366,26866,"Down",23276000,0.00320409,0,1,2,1,4,"ID=gene26199;Dbxref=GeneID:100446169;Name=ALDOC;gbkey=Gene;gene=ALDOC;gene_biotype=protein_coding"
"542","Pongo_abelii","TOB1","17",41684500,41687000,"+",41658849,41662965,21535,"Down",41684500,0.00314229,0,2,0,3,5,"ID=gene26441;Dbxref=GeneID:100452041;Name=TOB1;gbkey=Gene;gene=TOB1;gene_biotype=protein_coding"
"472","Pongo_abelii","WNT9B","17",42860000,42862500,"-",42926402,42881006,18506,"Down",42860000,0.00349398,0,3,0,2,5,"ID=gene26464;Dbxref=GeneID:100462535;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"732","Pongo_abelii","WNT9B","17",42912000,42914500,"-",42926402,42881006,-11902,"Inter",42912000,0.00315057,0,2,1,2,5,"ID=gene26464;Dbxref=GeneID:100462535;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"632","Pongo_abelii","WNT9B","17",42953000,42955000,"-",42926402,42881006,26598,"Up",42953000,0.00305011,0,1,0,2,3,"ID=gene26464;Dbxref=GeneID:100462535;Name=WNT9B;gbkey=Gene;gene=WNT9B;gene_biotype=protein_coding"
"362","Pongo_abelii","MAPT","17",43398500,43400500,"+",43450344,43591951,49844,"Up",43398500,0.00320148,0,3,0,0,3,"ID=gene26473;Dbxref=GeneID:100432958;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"372","Pongo_abelii","MAPT","17",43433500,43436000,"+",43450344,43591951,14344,"Up",43433500,0.00305111,0,0,2,7,7,"ID=gene26473;Dbxref=GeneID:100432958;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"382","Pongo_abelii","MAPT","17",43437000,43439000,"+",43450344,43591951,11344,"Up",43437000,0.00306112,0,0,1,5,6,"ID=gene26473;Dbxref=GeneID:100432958;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"692","Pongo_abelii","MAPT","17",43490000,43492000,"+",43450344,43591951,-39656,"Inter",43490000,0.00305324,0,1,0,3,4,"ID=gene26473;Dbxref=GeneID:100432958;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"702","Pongo_abelii","MAPT","17",43500500,43502500,"+",43450344,43591951,-50156,"Inter",43500500,0.0030439,0,1,0,0,1,"ID=gene26473;Dbxref=GeneID:100432958;Name=MAPT;gbkey=Gene;gene=MAPT;gene_biotype=protein_coding"
"482","Pongo_abelii","NMT1","17",44304500,44306500,"-",44368978,44321129,14629,"Down",44304500,0.00324585,0,0,4,5,9,"ID=gene26495;Dbxref=GeneID:100174462;Name=NMT1;description=N-myristoyltransferase 1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding"
"742","Pongo_abelii","NMT1","17",44322000,44324000,"-",44368978,44321129,-44978,"Inter",44322000,0.00307335,0,1,1,1,3,"ID=gene26495;Dbxref=GeneID:100174462;Name=NMT1;description=N-myristoyltransferase 1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding"
"642","Pongo_abelii","NMT1","17",44393500,44395500,"-",44368978,44321129,24522,"Up",44393500,0.0031329,0,3,0,2,5,"ID=gene26495;Dbxref=GeneID:100174462;Name=NMT1;description=N-myristoyltransferase 1;gbkey=Gene;gene=NMT1;gene_biotype=protein_coding"
"392","Pongo_abelii","KRT19","17",47833000,47835500,"+",47876626,47881330,41126,"Up",47833000,0.00307693,0,0,1,3,4,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"402","Pongo_abelii","KRT19","17",47837000,47839000,"+",47876626,47881330,37626,"Up",47837000,0.00305728,0,1,0,1,2,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"413","Pongo_abelii","KRT19","17",47846000,47848500,"+",47876626,47881330,28126,"Up",47846000,0.00311866,0,1,0,1,2,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"713","Pongo_abelii","KRT19","17",47879000,47881000,"+",47876626,47881330,-2374,"Inter",47879000,0.00305121,0,1,2,1,4,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"552","Pongo_abelii","KRT19","17",47888500,47891000,"+",47876626,47881330,7170,"Down",47888500,0.00322441,0,1,1,3,5,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"562","Pongo_abelii","KRT19","17",47901500,47903500,"+",47876626,47881330,20170,"Down",47901500,0.00310143,0,0,3,1,4,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"572","Pongo_abelii","KRT19","17",47925500,47928000,"+",47876626,47881330,44170,"Down",47925500,0.00338533,0,0,1,7,7,"ID=gene26627;Dbxref=GeneID:100173010;Name=KRT19;description=keratin 19;gbkey=Gene;gene=KRT19;gene_biotype=protein_coding"
"492","Pongo_abelii","IGFBP4","17",48938000,48940000,"-",48977574,48963247,23247,"Down",48938000,0.00304137,0,0,1,5,6,"ID=gene26690;Dbxref=GeneID:100433229;Name=IGFBP4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding"
"652","Pongo_abelii","IGFBP4","17",48991500,48993500,"-",48977574,48963247,13926,"Up",48991500,0.00304605,0,1,0,1,2,"ID=gene26690;Dbxref=GeneID:100433229;Name=IGFBP4;gbkey=Gene;gene=IGFBP4;gene_biotype=protein_coding"
"502","Pongo_abelii","APPBP2","17",51553000,51555000,"-",51657060,51570898,15898,"Down",51553000,0.00303222,0,0,1,2,3,"ID=gene26775;Dbxref=GeneID:100171757;Name=APPBP2;description=amyloid beta precursor protein (cytoplasmic tail) binding protein 2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"752","Pongo_abelii","APPBP2","17",51637500,51639500,"-",51657060,51570898,-17560,"Inter",51637500,0.00300539,0,0,2,2,4,"ID=gene26775;Dbxref=GeneID:100171757;Name=APPBP2;description=amyloid beta precursor protein (cytoplasmic tail) binding protein 2;gbkey=Gene;gene=APPBP2;gene_biotype=protein_coding"
"513","Pongo_abelii","SDK2","17",63243000,63245000,"-",63591851,63277762,32762,"Down",63243000,0.00300739,0,0,2,2,4,"ID=gene26911;Dbxref=GeneID:100458981;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"762","Pongo_abelii","SDK2","17",63551000,63553500,"-",63591851,63277762,-38351,"Inter",63551000,0.00310788,0,1,1,2,4,"ID=gene26911;Dbxref=GeneID:100458981;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"772","Pongo_abelii","SDK2","17",63559000,63561000,"-",63591851,63277762,-30851,"Inter",63559000,0.00306613,0,1,0,2,3,"ID=gene26911;Dbxref=GeneID:100458981;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"662","Pongo_abelii","SDK2","17",63605500,63607500,"-",63591851,63277762,13649,"Up",63605500,0.00300289,0,1,2,2,5,"ID=gene26911;Dbxref=GeneID:100458981;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"672","Pongo_abelii","SDK2","17",63640000,63642000,"-",63591851,63277762,48149,"Up",63640000,0.00301085,0,1,1,0,2,"ID=gene26911;Dbxref=GeneID:100458981;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"682","Pongo_abelii","SDK2","17",63641500,63643500,"-",63591851,63277762,49649,"Up",63641500,0.00304745,0,1,1,2,4,"ID=gene26911;Dbxref=GeneID:100458981;Name=SDK2;gbkey=Gene;gene=SDK2;gene_biotype=protein_coding"
"422","Pongo_abelii","SLC9A3R1","17",64729500,64731500,"+",64747032,64767950,15532,"Up",64729500,0.00302985,0,1,1,0,2,"ID=gene26926;Dbxref=GeneID:100435096;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"722","Pongo_abelii","SLC9A3R1","17",64759500,64761500,"+",64747032,64767950,-12468,"Inter",64759500,0.00303412,0,1,0,3,4,"ID=gene26926;Dbxref=GeneID:100435096;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"582","Pongo_abelii","SLC9A3R1","17",64789000,64791000,"+",64747032,64767950,21050,"Down",64789000,0.00305841,0,1,1,1,3,"ID=gene26926;Dbxref=GeneID:100435096;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"592","Pongo_abelii","SLC9A3R1","17",64792500,64795000,"+",64747032,64767950,24550,"Down",64792500,0.00345018,0,3,1,2,6,"ID=gene26926;Dbxref=GeneID:100435096;Name=SLC9A3R1;gbkey=Gene;gene=SLC9A3R1;gene_biotype=protein_coding"
"602","Pongo_abelii","BIRC5","17",68305000,68307000,"+",68256081,68267714,37286,"Down",68305000,0.00303651,0,0,3,1,4,"ID=gene27032;Dbxref=GeneID:100172652;Name=BIRC5;description=baculoviral IAP repeat containing 5;gbkey=Gene;gene=BIRC5;gene_biotype=protein_coding;partial=true"
"522","Pongo_abelii","SOCS3","17",68395500,68398000,"-",68408844,68407214,9214,"Down",68395500,0.00313713,0,2,0,1,2,"ID=gene27035;Dbxref=GeneID:100446544;Name=SOCS3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding"
"532","Pongo_abelii","SOCS3","17",68403000,68405000,"-",68408844,68407214,2214,"Down",68403000,0.00305414,0,1,1,1,3,"ID=gene27035;Dbxref=GeneID:100446544;Name=SOCS3;gbkey=Gene;gene=SOCS3;gene_biotype=protein_coding"
"792","Pongo_abelii","CTBP1","4",1134500,1136500,"-",1206615,1167804,31304,"Down",1134500,0.00305012,0,1,0,1,2,"ID=gene7512;Dbxref=GeneID:100461333;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"802","Pongo_abelii","CTBP1","4",1163000,1165000,"-",1206615,1167804,2804,"Down",1163000,0.00306748,0,1,1,0,2,"ID=gene7512;Dbxref=GeneID:100461333;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"892","Pongo_abelii","CTBP1","4",1188500,1191000,"-",1206615,1167804,-15615,"Inter",1188500,0.00303956,0,2,2,1,4,"ID=gene7512;Dbxref=GeneID:100461333;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"832","Pongo_abelii","CTBP1","4",1248000,1250500,"-",1206615,1167804,41385,"Up",1248000,0.00315799,0,1,2,3,6,"ID=gene7512;Dbxref=GeneID:100461333;Name=CTBP1;gbkey=Gene;gene=CTBP1;gene_biotype=protein_coding"
"813","Pongo_abelii","GNRHR","4",51840000,51842500,"+",51798938,51812940,27060,"Down",51840000,0.00311197,0,0,0,1,1,"ID=gene7851;Dbxref=GeneID:100437372;Name=GNRHR;gbkey=Gene;gene=GNRHR;gene_biotype=protein_coding"
"872","Pongo_abelii","HERC6","4",92374000,92376000,"+",92323015,92386984,-50985,"Inter",92374000,0.00306365,0,1,0,3,4,"ID=gene8145;Dbxref=GeneID:100438348;Name=HERC6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"822","Pongo_abelii","HERC6","4",92428500,92430500,"+",92323015,92386984,41516,"Down",92428500,0.00314567,0,2,0,4,6,"ID=gene8145;Dbxref=GeneID:100438348;Name=HERC6;gbkey=Gene;gene=HERC6;gene_biotype=protein_coding"
"902","Pongo_abelii","UNC5C","4",99544500,99546500,"-",99633033,99233099,-86533,"Inter",99544500,0.00301588,0,0,2,0,2,"ID=gene8171;Dbxref=GeneID:100443113;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"913","Pongo_abelii","UNC5C","4",99599500,99602000,"-",99633033,99233099,-31033,"Inter",99599500,0.00421382,1,0,0,1,2,"ID=gene8171;Dbxref=GeneID:100443113;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"842","Pongo_abelii","UNC5C","4",99664500,99666500,"-",99633033,99233099,31467,"Up",99664500,0.00302918,0,1,0,1,2,"ID=gene8171;Dbxref=GeneID:100443113;Name=UNC5C;gbkey=Gene;gene=UNC5C;gene_biotype=protein_coding"
"782","Pongo_abelii","FGF2","4",127446500,127448500,"+",127457241,127541498,8741,"Up",127446500,0.003003,0,1,0,2,3,"ID=gene8357;Dbxref=GeneID:100459751;Name=FGF2;gbkey=Gene;gene=FGF2;gene_biotype=protein_coding;partial=true;start_range=.,127457241"
"882","Pongo_abelii","FGF2","4",127488000,127490000,"+",127457241,127541498,-30759,"Inter",127488000,0.00304328,0,0,2,2,4,"ID=gene8357;Dbxref=GeneID:100459751;Name=FGF2;gbkey=Gene;gene=FGF2;gene_biotype=protein_coding;partial=true;start_range=.,127457241"
"852","Pongo_abelii","PDLIM3","4",193801500,193804000,"-",193798439,193764595,3061,"Up",193801500,0.00306658,0,2,1,1,4,"ID=gene8693;Dbxref=GeneID:100442019;Name=PDLIM3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding"
"862","Pongo_abelii","PDLIM3","4",193825000,193827500,"-",193798439,193764595,26561,"Up",193825000,0.00312715,0,0,0,0,0,"ID=gene8693;Dbxref=GeneID:100442019;Name=PDLIM3;gbkey=Gene;gene=PDLIM3;gene_biotype=protein_coding"
"992","Pongo_abelii","AR","X",65143000,65145000,"+",65097150,65278484,-45850,"Inter",65143000,0.00317064,0,2,0,0,2,"ID=gene32668;Dbxref=GeneID:100171490;Name=AR;description=androgen receptor;gbkey=Gene;gene=AR;gene_biotype=protein_coding"
"942","Pongo_abelii","AR","X",65324500,65326500,"+",65097150,65278484,46016,"Down",65324500,0.00310313,0,1,0,1,2,"ID=gene32668;Dbxref=GeneID:100171490;Name=AR;description=androgen receptor;gbkey=Gene;gene=AR;gene_biotype=protein_coding"
"952","Pongo_abelii","FHL1","X",135704500,135707000,"+",135637095,135702471,2029,"Down",135704500,0.00311147,0,1,1,3,5,"ID=gene33207;Dbxref=GeneID:100189735;Name=FHL1;description=DKFZP468L0125 protein;gbkey=Gene;gene=FHL1;gene_biotype=protein_coding"
"922","Pongo_abelii","CDR1","X",140469000,140471500,"-",140483748,140481979,10479,"Down",140469000,0.00302936,0,2,0,1,3,"ID=gene33242;Dbxref=GeneID:100452210;Name=CDR1;gbkey=Gene;gene=CDR1;gene_biotype=protein_coding"
"962","Pongo_abelii","TREX2","X",153706500,153708500,"-",153669912,153667942,36588,"Up",153706500,0.00301404,0,1,0,0,1,"ID=gene33327;Dbxref=GeneID:100438259;Name=TREX2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"972","Pongo_abelii","TREX2","X",153709000,153711000,"-",153669912,153667942,39088,"Up",153709000,0.00300469,0,1,0,2,3,"ID=gene33327;Dbxref=GeneID:100438259;Name=TREX2;gbkey=Gene;gene=TREX2;gene_biotype=protein_coding"
"932","Pongo_abelii","G6PD","X",154611500,154613500,"-",154673219,154656563,43063,"Down",154611500,0.00302296,0,1,0,1,2,"ID=gene33374;Dbxref=GeneID:100449143;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1002","Pongo_abelii","G6PD","X",154657500,154660500,"-",154673219,154656563,-12719,"Inter",154657500,0.00330117,0,2,1,2,4,"ID=gene33374;Dbxref=GeneID:100449143;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"1013","Pongo_abelii","G6PD","X",154661000,154663000,"-",154673219,154656563,-10219,"Inter",154661000,0.00304443,0,2,0,0,2,"ID=gene33374;Dbxref=GeneID:100449143;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"982","Pongo_abelii","G6PD","X",154707000,154709000,"-",154673219,154656563,33781,"Up",154707000,0.00300375,0,1,1,2,4,"ID=gene33374;Dbxref=GeneID:100449143;Name=G6PD;gbkey=Gene;gene=G6PD;gene_biotype=protein_coding"
"120","Pan_paniscus","FKBP4","12",2824500,2826500,"+",2847225,2856118,20725,"Up",2824500,0.00300598,0,0,1,2,3,"ID=gene17482;Dbxref=GeneID:100968013;Name=FKBP4;gbkey=Gene;gene=FKBP4;gene_biotype=protein_coding"
"1110","Pan_paniscus","SCNN1A","12",6364500,6366500,"-",6423118,6392354,25854,"Down",6364500,0.00303027,0,0,1,4,5,"ID=gene17536;Dbxref=GeneID:100981878;Name=SCNN1A;gbkey=Gene;gene=SCNN1A;gene_biotype=protein_coding"
"433","Pan_paniscus","SCNN1A","12",6407500,6409500,"-",6423118,6392354,-13618,"Inter",6407500,0.00301629,0,0,1,1,2,"ID=gene17536;Dbxref=GeneID:100981878;Name=SCNN1A;gbkey=Gene;gene=SCNN1A;gene_biotype=protein_coding"
"123","Pan_paniscus","CD69","12",10040000,10042500,"-",10058094,10049668,7168,"Down",10040000,0.00327961,0,2,0,3,5,"ID=gene17652;Dbxref=GeneID:100970056;Name=CD69;gbkey=Gene;gene=CD69;gene_biotype=protein_coding"
"233","Pan_paniscus","DDIT3","12",31709000,31711500,"+",31664743,31668701,40299,"Down",31709000,0.00308402,0,1,2,3,5,"ID=gene17877;Dbxref=GeneID:100982590;Name=DDIT3;gbkey=Gene;gene=DDIT3;gene_biotype=protein_coding"
"293","Pan_paniscus","SHMT2","12",31983500,31985500,"-",31950138,31944785,33362,"Up",31983500,0.00301643,0,1,0,3,4,"ID=gene17887;Dbxref=GeneID:100985606;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"303","Pan_paniscus","SHMT2","12",31986000,31988500,"-",31950138,31944785,35862,"Up",31986000,0.00324691,0,2,0,2,4,"ID=gene17887;Dbxref=GeneID:100985606;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"314","Pan_paniscus","SHMT2","12",31987500,31990000,"-",31950138,31944785,37362,"Up",31987500,0.00311961,0,0,0,10,10,"ID=gene17887;Dbxref=GeneID:100985606;Name=SHMT2;gbkey=Gene;gene=SHMT2;gene_biotype=protein_coding"
"133","Pan_paniscus","SUOX","12",33106000,33108000,"-",33165712,33157277,49277,"Down",33106000,0.0030136,0,1,1,1,3,"ID=gene17939;Dbxref=GeneID:100982255;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"323","Pan_paniscus","SUOX","12",33168500,33171000,"-",33165712,33157277,2788,"Up",33168500,0.00429215,1,0,0,2,3,"ID=gene17939;Dbxref=GeneID:100982255;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"333","Pan_paniscus","SUOX","12",33181000,33183500,"-",33165712,33157277,15288,"Up",33181000,0.00311635,0,1,1,3,5,"ID=gene17939;Dbxref=GeneID:100982255;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"343","Pan_paniscus","SUOX","12",33204000,33206500,"-",33165712,33157277,38288,"Up",33204000,0.00309669,0,1,2,1,4,"ID=gene17939;Dbxref=GeneID:100982255;Name=SUOX;gbkey=Gene;gene=SUOX;gene_biotype=protein_coding"
"143","Pan_paniscus","KRT7","12",37250500,37253000,"-",37307341,37291244,38244,"Down",37250500,0.00319393,0,1,1,5,7,"ID=gene18080;Dbxref=GeneID:100974633;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"153","Pan_paniscus","KRT7","12",37252000,37254000,"-",37307341,37291244,37244,"Down",37252000,0.00310029,0,1,0,2,3,"ID=gene18080;Dbxref=GeneID:100974633;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"163","Pan_paniscus","KRT7","12",37273000,37275000,"-",37307341,37291244,16244,"Down",37273000,0.00304788,0,0,0,4,4,"ID=gene18080;Dbxref=GeneID:100974633;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"443","Pan_paniscus","KRT7","12",37304500,37306500,"-",37307341,37291244,-841,"Inter",37304500,0.00300573,0,0,0,3,3,"ID=gene18080;Dbxref=GeneID:100974633;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"353","Pan_paniscus","KRT7","12",37310500,37312500,"-",37307341,37291244,3159,"Up",37310500,0.0030462,0,1,0,2,3,"ID=gene18080;Dbxref=GeneID:100974633;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"363","Pan_paniscus","KRT7","12",37333500,37336000,"-",37307341,37291244,26159,"Up",37333500,0.00313268,0,2,0,1,2,"ID=gene18080;Dbxref=GeneID:100974633;Name=KRT7;gbkey=Gene;gene=KRT7;gene_biotype=protein_coding"
"453","Pan_paniscus","NR4A1","12",37494000,37496500,"-",37498308,37480300,-1808,"Inter",37494000,0.00306027,0,1,2,1,4,"ID=gene18088;Dbxref=GeneID:100976569;Name=NR4A1;gbkey=Gene;gene=NR4A1;gene_biotype=protein_coding"
"173","Pan_paniscus","WNT1","12",40597500,40599500,"-",40652583,40648413,48913,"Down",40597500,0.00308895,0,0,0,0,0,"ID=gene18162;Dbxref=GeneID:100995465;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"183","Pan_paniscus","WNT1","12",40640000,40642000,"-",40652583,40648413,6413,"Down",40640000,0.00302467,0,1,0,0,1,"ID=gene18162;Dbxref=GeneID:100995465;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"373","Pan_paniscus","WNT1","12",40678000,40680000,"-",40652583,40648413,25417,"Up",40678000,0.00307812,0,0,2,1,3,"ID=gene18162;Dbxref=GeneID:100995465;Name=WNT1;gbkey=Gene;gene=WNT1;gene_biotype=protein_coding"
"214","Pan_paniscus","WNT10B","12",40640000,40642000,"+",40659106,40665734,17106,"Up",40640000,0.00302467,0,1,0,0,1,"ID=gene18163;Dbxref=GeneID:100995123;Name=WNT10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding"
"243","Pan_paniscus","WNT10B","12",40678000,40680000,"+",40659106,40665734,12266,"Down",40678000,0.00307812,0,0,2,1,3,"ID=gene18163;Dbxref=GeneID:100995123;Name=WNT10B;gbkey=Gene;gene=WNT10B;gene_biotype=protein_coding"
"315","Pan_paniscus","VDR","12",41627500,41629500,"+",41661688,41766192,32188,"Up",41627500,0.00300354,0,1,1,1,3,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"414","Pan_paniscus","VDR","12",41630500,41632500,"+",41661688,41766192,29188,"Up",41630500,0.00303107,0,1,0,0,1,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"514","Pan_paniscus","VDR","12",41632000,41634000,"+",41661688,41766192,27688,"Up",41632000,0.00302938,0,1,1,0,2,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"614","Pan_paniscus","VDR","12",41645500,41647500,"+",41661688,41766192,14188,"Up",41645500,0.00307789,0,1,2,1,4,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"393","Pan_paniscus","VDR","12",41693500,41695500,"+",41661688,41766192,-31812,"Inter",41693500,0.00306689,0,0,1,4,5,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"403","Pan_paniscus","VDR","12",41701500,41703500,"+",41661688,41766192,-39812,"Inter",41701500,0.00303851,0,1,0,0,1,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"415","Pan_paniscus","VDR","12",41721000,41723000,"+",41661688,41766192,-59312,"Inter",41721000,0.0030338,0,1,1,0,2,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"253","Pan_paniscus","VDR","12",41778000,41781500,"+",41661688,41766192,11808,"Down",41778000,0.00318298,0,1,1,6,8,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"263","Pan_paniscus","VDR","12",41804500,41806500,"+",41661688,41766192,38308,"Down",41804500,0.00303494,0,1,0,0,1,"ID=gene18198;Dbxref=GeneID:100982355;Name=VDR;gbkey=Gene;gene=VDR;gene_biotype=protein_coding"
"714","Pan_paniscus","SLC38A1","12",43318500,43320500,"+",43333081,43419502,12581,"Up",43318500,0.00307287,0,1,1,2,4,"ID=gene18215;Dbxref=GeneID:100974272;Name=SLC38A1;gbkey=Gene;gene=SLC38A1;gene_biotype=protein_coding"
"273","Pan_paniscus","SLC38A1","12",43428000,43430000,"+",43333081,43419502,8498,"Down",43428000,0.00300801,0,2,0,0,2,"ID=gene18215;Dbxref=GeneID:100974272;Name=SLC38A1;gbkey=Gene;gene=SLC38A1;gene_biotype=protein_coding"
"193","Pan_paniscus","BICD1","12",56390500,56392500,"-",56713548,56437516,45016,"Down",56390500,0.00306909,0,2,0,1,3,"ID=gene18277;Dbxref=GeneID:100974530;Name=BICD1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding"
"203","Pan_paniscus","BICD1","12",56400500,56402500,"-",56713548,56437516,35016,"Down",56400500,0.00303317,0,1,0,0,1,"ID=gene18277;Dbxref=GeneID:100974530;Name=BICD1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding"
"215","Pan_paniscus","BICD1","12",56405500,56407500,"-",56713548,56437516,30016,"Down",56405500,0.00308768,0,2,1,0,3,"ID=gene18277;Dbxref=GeneID:100974530;Name=BICD1;gbkey=Gene;gene=BICD1;gene_biotype=protein_coding"
"223","Pan_paniscus","CPM","12",69133000,69135000,"-",69225596,69147579,12579,"Down",69133000,0.00304364,0,1,3,2,6,"ID=gene18386;Dbxref=GeneID:100969689;Name=CPM;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"463","Pan_paniscus","CPM","12",69186000,69188000,"-",69225596,69147579,-37596,"Inter",69186000,0.0030508,0,1,0,2,3,"ID=gene18386;Dbxref=GeneID:100969689;Name=CPM;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
"383","Pan_paniscus","CPM","12",69266500,69268500,"-",69225596,69147579,40904,"Up",69266500,0.00300093,0,1,1,0,2,"ID=gene18386;Dbxref=GeneID:100969689;Name=CPM;gbkey=Gene;gene=CPM;gene_biotype=protein_coding"
