"","genome_position","N","mean_Kd_inverse","N_over_1.5","N_0.15_to_1.5","N_0.09_to_0.15","N_0.04_to_0.09","Total_over_0.04"
"97873",48936500,1000,0.00260877,0,0,0,1,1
"97874",48937000,1000,0.00265539,0,0,0,1,1
"97875",48937500,1000,0.00272232,0,0,0,1,1
"97876",48938000,1000,0.00275309,0,0,1,1,2
"97877",48938500,1000,0.00277834,0,0,1,2,3
"97878",48939000,1000,0.00272424,0,0,0,4,4
"97879",48939500,1000,0.0027172,0,0,0,2,2
"97880",48940000,1000,0.00261237,0,0,0,0,0
"97881",48940500,1000,0.00278969,0,0,1,0,1
"97882",48941000,1000,0.00288874,0,0,1,1,2
"97883",48941500,1000,0.0028278,0,0,1,2,3
"97884",48942000,1000,0.00288468,0,0,1,1,2
"97885",48942500,1000,0.00275419,0,0,0,0,0
"97886",48943000,1000,0.00276845,0,0,1,1,2
"97887",48943500,1000,0.00264825,0,0,1,1,2
"97888",48944000,1000,0.00263693,0,0,1,0,1
"97889",48944500,1000,0.002668,0,0,1,0,1
"97890",48945000,1000,0.00278354,0,0,1,3,4
"97891",48945500,1000,0.00287361,0,0,1,5,6
"97892",48946000,1000,0.00258008,0,0,0,2,2
"97893",48946500,1000,0.00266772,0,0,1,1,2
"97894",48947000,1000,0.00273258,0,0,1,1,2
"97895",48947500,1000,0.00283855,0,0,1,3,4
"97896",48948000,1000,0.00279179,0,0,1,3,4
"97897",48948500,1000,0.00254219,0,0,0,2,2
"97898",48949000,1000,0.00262326,0,0,0,3,3
"97899",48949500,1000,0.00267806,0,0,0,2,2
"97900",48950000,1000,0.00267741,0,0,0,3,3
"97901",48950500,1000,0.00261595,0,0,0,2,2
"97902",48951000,1000,0.00260487,0,0,0,1,1
"97903",48951500,1000,0.00259347,0,0,0,2,2
"97904",48952000,1000,0.00267612,0,0,1,2,3
"97905",48952500,1000,0.0028393,0,0,2,2,4
"97906",48953000,1000,0.00269041,0,0,1,1,2
"97907",48953500,1000,0.00260546,0,0,1,1,2
"97908",48954000,1000,0.0026528,0,0,1,1,2
"97909",48954500,1000,0.00274393,0,0,1,0,1
"97910",48955000,1000,0.00276357,0,0,1,1,2
"97911",48955500,1000,0.00267376,0,0,1,2,3
"97912",48956000,1000,0.00272058,0,0,2,1,3
"97913",48956500,1000,0.00275412,0,0,1,3,4
"97914",48957000,1000,0.00278862,0,0,1,3,4
"97915",48957500,1000,0.00277262,0,0,1,2,3
"97916",48958000,1000,0.00267246,0,0,0,2,2
"97917",48958500,1000,0.00255084,0,0,0,0,0
"97918",48959000,1000,0.00271131,0,0,1,1,2
"97919",48959500,1000,0.00286849,0,0,1,1,2
"97920",48960000,1000,0.00293875,0,0,0,0,0
"97921",48960500,1000,0.00289086,0,0,0,0,0
"97922",48961000,1000,0.00274429,0,0,0,1,1
"97923",48961500,1000,0.0027656,0,0,1,1,2
"97924",48962000,1000,0.00277113,0,0,1,0,1
"97925",48962500,1000,0.00288819,0,0,2,1,3
"97926",48963000,1000,0.00300117,0,0,3,3,6
"97927",48963500,1000,0.00282404,0,0,1,3,4
"97928",48964000,1000,0.00262556,0,0,0,1,1
"97929",48964500,1000,0.00273076,0,0,1,1,2
"97930",48965000,1000,0.00278812,0,0,1,2,3
"97931",48965500,1000,0.00255442,0,0,0,1,1
"97932",48966000,1000,0.00269244,0,0,1,3,4
"97933",48966500,1000,0.00272721,0,0,1,3,4
"97934",48967000,1000,0.00265105,0,0,0,0,0
"97935",48967500,1000,0.00290689,0,0,1,3,4
"97936",48968000,1000,0.00285654,0,0,1,4,5
"97937",48968500,1000,0.0028357,0,0,1,1,2
"97938",48969000,1000,0.00286529,0,0,2,1,3
"97939",48969500,1000,0.00261889,0,0,1,1,2
"97940",48970000,1000,0.00271577,0,0,0,1,1
"97941",48970500,1000,0.00287609,0,0,0,1,1
"97942",48971000,1000,0.00274597,0,0,0,0,0
"97943",48971500,1000,0.00272116,0,0,0,0,0
"97944",48972000,1000,0.00282565,0,0,0,2,2
"97945",48972500,1000,0.00299158,0,0,2,2,4
"97946",48973000,1000,0.00280629,0,0,2,0,2
"97947",48973500,1000,0.00263499,0,0,0,2,2
"97948",48974000,1000,0.00266095,0,0,0,2,2
"97949",48974500,1000,0.00284538,0,0,1,2,3
"97950",48975000,1000,0.00311386,0,0,3,3,6
"97951",48975500,1000,0.00296382,0,0,3,2,5
"97952",48976000,1000,0.00275057,0,0,1,2,3
"97953",48976500,1000,0.00274584,0,0,0,3,3
"97954",48977000,1000,0.00277657,0,0,0,2,2
"97955",48977500,1000,0.00274431,0,0,0,1,1
"97956",48978000,1000,0.00268686,0,0,0,2,2
"97957",48978500,1000,0.00267983,0,0,0,1,1
"97958",48979000,1000,0.00273564,0,0,1,0,1
"97959",48979500,1000,0.00280048,0,0,2,1,3
"97960",48980000,1000,0.00269692,0,0,1,3,4
"97961",48980500,1000,0.00262455,0,0,0,2,2
"97962",48981000,1000,0.00261052,0,0,0,1,1
"97963",48981500,1000,0.00264846,0,0,0,3,3
"97964",48982000,1000,0.0026814,0,0,0,3,3
"97965",48982500,1000,0.00274383,0,0,0,2,2
"97966",48983000,1000,0.00282781,0,0,0,2,2
"97967",48983500,1000,0.0027986,0,0,1,2,3
"97968",48984000,1000,0.0027146,0,0,1,2,3
"97969",48984500,1000,0.0027101,0,0,0,4,4
"97970",48985000,1000,0.00265588,0,0,0,3,3
"97971",48985500,1000,0.00262137,0,0,0,0,0
"97972",48986000,1000,0.00263671,0,0,0,0,0
"97973",48986500,1000,0.00256933,0,0,0,1,1
"97974",48987000,1000,0.00260478,0,0,0,3,3
"97975",48987500,1000,0.00261512,0,0,0,2,2
"97976",48988000,1000,0.00254011,0,0,0,0,0
"97977",48988500,1000,0.00268544,0,0,1,1,2
"97978",48989000,1000,0.00282922,0,0,2,3,5
"97979",48989500,1000,0.00248897,0,0,1,2,3
"97980",48990000,1000,0.00259774,0,1,0,2,3
"97981",48990500,1000,0.00280715,0,1,0,3,4
"97982",48991000,1000,0.00256158,0,0,0,1,1
"97983",48991500,1000,0.00245794,0,0,0,0,0
"97984",48992000,1000,0.00247703,0,0,0,0,0
"97985",48992500,1000,0.00249111,0,0,0,0,0
"97986",48993000,1000,0.00239339,0,0,0,0,0
"97987",48993500,1000,0.00243955,0,0,0,0,0
"97988",48994000,1000,0.0025397,0,0,1,0,1
"97989",48994500,1000,0.00251829,0,0,1,0,1
"97990",48995000,1000,0.00252732,0,0,0,0,0
"97991",48995500,1000,0.00252378,0,0,0,1,1
"97992",48996000,1000,0.00244293,0,0,0,2,2
"97993",48996500,1000,0.00241811,0,0,0,1,1
"97994",48997000,1000,0.00239316,0,0,0,0,0
"97995",48997500,1000,0.0025001,0,0,0,1,1
"97996",48998000,1000,0.00254917,0,0,0,1,1
"97997",48998500,1000,0.0024217,0,0,0,0,0
"97998",48999000,1000,0.00247237,0,0,0,0,0
"97999",48999500,1000,0.00250662,0,0,0,0,0
"98000",49000000,1000,0.00252802,0,0,0,0,0
"98001",49000500,1000,0.00255632,0,0,0,1,1
"98002",49001000,1000,0.00253876,0,0,0,1,1
"98003",49001500,1000,0.00264092,0,0,1,1,2
"98004",49002000,1000,0.00256513,0,0,1,1,2
"98005",49002500,1000,0.00236006,0,0,0,0,0
"98006",49003000,1000,0.00241537,0,0,0,0,0
"98007",49003500,1000,0.00252507,0,0,0,0,0
"98008",49004000,1000,0.0025839,0,0,0,0,0
"98009",49004500,1000,0.00271861,0,0,0,1,1
"98010",49005000,1000,0.00270463,0,0,0,1,1
"98011",49005500,1000,0.00268233,0,0,0,1,1
"98012",49006000,1000,0.00287798,0,0,2,1,3
"98013",49006500,1000,0.00280151,0,0,2,0,2
"98014",49007000,1000,0.00279164,0,0,1,0,1
"98015",49007500,1000,0.00288485,0,0,1,1,2
"98016",49008000,1000,0.00273448,0,0,0,1,1
"98017",49008500,1000,0.00260483,0,0,0,0,0
"98018",49009000,1000,0.00263314,0,0,0,2,2
"98019",49009500,1000,0.00275474,0,0,1,3,4
"98020",49010000,1000,0.00266597,0,0,1,1,2
"98021",49010500,1000,0.00267478,0,0,1,1,2
"98022",49011000,1000,0.00282192,0,0,1,2,3
"98023",49011500,1000,0.0027241,0,0,0,1,1
"98024",49012000,1000,0.00279082,0,0,1,1,2
"98025",49012500,1000,0.00291898,0,0,2,3,5
"98026",49013000,1000,0.0028904,0,1,1,2,4
"98027",49013500,1000,0.00268081,0,1,0,0,1
"98028",49014000,1000,0.00249881,0,0,0,0,0
"98029",49014500,1000,0.00265645,0,0,1,0,1
"98030",49015000,1000,0.00268582,0,0,1,0,1
"98031",49015500,1000,0.00268386,0,0,0,0,0
"98032",49016000,1000,0.00272966,0,0,0,0,0
"98033",49016500,1000,0.00299288,0,1,1,0,2
"98034",49017000,1000,0.00301253,0,1,1,1,3
"98035",49017500,1000,0.00285736,0,0,2,1,3
"98036",49018000,1000,0.00283321,0,0,2,0,2
"98037",49018500,1000,0.00258424,0,0,0,0,0
"98038",49019000,1000,0.0025661,0,0,0,0,0
"98039",49019500,1000,0.00251047,0,0,0,0,0
"98040",49020000,1000,0.00252235,0,0,0,1,1
"98041",49020500,1000,0.00267842,0,0,0,2,2
"98042",49021000,1000,0.00265957,0,0,0,1,1
"98043",49021500,1000,0.00259772,0,0,0,0,0
"98044",49022000,1000,0.00253129,0,0,0,0,0
"98045",49022500,1000,0.00262729,0,0,1,0,1
"98046",49023000,1000,0.00288515,0,1,1,1,3
"98047",49023500,1000,0.002806,0,1,0,1,2
"98048",49024000,1000,0.00267452,0,0,1,1,2
"98049",49024500,1000,0.00278324,0,0,2,3,5
"98050",49025000,1000,0.00271961,0,0,1,3,4
"98051",49025500,1000,0.00257902,0,0,0,1,1
"98052",49026000,1000,0.00274188,0,0,1,2,3
"98053",49026500,1000,0.00280634,0,0,1,4,5
"98054",49027000,1000,0.00262157,0,0,0,2,2
"98055",49027500,1000,0.00274487,0,0,2,1,3
"98056",49028000,1000,0.00277431,0,0,2,1,3
"98057",49028500,1000,0.00257732,0,0,0,0,0
"98058",49029000,1000,0.00273553,0,0,1,1,2
"98059",49029500,1000,0.00269749,0,0,1,1,2
"98060",49030000,1000,0.00267035,0,0,0,2,2
"98061",49030500,1000,0.00278007,0,0,0,4,4
"98062",49031000,1000,0.00257108,0,0,0,2,2
"98063",49031500,1000,0.00261795,0,0,0,1,1
"98064",49032000,1000,0.00265937,0,0,0,1,1
"98065",49032500,1000,0.00251205,0,0,0,0,0
"98066",49033000,1000,0.00259818,0,0,0,0,0
"98067",49033500,1000,0.00270577,0,0,1,1,2
"98068",49034000,1000,0.00264715,0,0,1,2,3
"98069",49034500,1000,0.00264891,0,0,0,1,1
"98070",49035000,1000,0.00260249,0,0,0,0,0
"98071",49035500,1000,0.0024608,0,0,0,0,0
"98072",49036000,1000,0.00243586,0,0,0,0,0
"98073",49036500,1000,0.00249421,0,0,0,0,0
"98074",49037000,1000,0.00257811,0,0,0,0,0
"98075",49037500,1000,0.0026065,0,0,0,0,0
"98076",49038000,1000,0.00268534,0,0,0,1,1
"98077",49038500,1000,0.00268671,0,0,0,1,1
"98078",49039000,1000,0.00270943,0,0,1,1,2
"98079",49039500,1000,0.00284396,0,0,1,2,3
"98080",49040000,1000,0.00290667,0,0,0,4,4
"98081",49040500,1000,0.00281306,0,0,0,4,4
"98082",49041000,1000,0.00266594,0,0,0,1,1
"98083",49041500,1000,0.00267826,0,0,0,0,0
"98084",49042000,1000,0.00271635,0,0,0,0,0
"98085",49042500,1000,0.00271852,0,0,0,1,1
"98086",49043000,1000,0.00269574,0,0,0,1,1
"98087",49043500,1000,0.00256309,0,0,0,0,0
"98088",49044000,1000,0.00251976,0,0,0,0,0
"98089",49044500,1000,0.00261752,0,0,0,0,0
"98090",49045000,1000,0.00266184,0,0,0,1,1
"98091",49045500,1000,0.00271375,0,0,0,1,1
"98092",49046000,1000,0.00303367,0,0,2,1,3
"98093",49046500,1000,0.00299621,0,0,2,2,4
"98094",49047000,1000,0.00263206,0,0,1,2,3
"98095",49047500,1000,0.00254102,0,0,1,1,2
"98096",49048000,1000,0.00269418,0,0,1,2,3
"98097",49048500,1000,0.00280128,0,0,1,2,3
"98098",49049000,1000,0.00296099,0,1,1,1,3
"98099",49049500,1000,0.00290293,0,1,2,1,4
"98100",49050000,1000,0.0025566,0,0,1,0,1
"98101",49050500,1000,0.00253189,0,0,0,0,0
"98102",49051000,1000,0.00250653,0,0,0,0,0
"98103",49051500,1000,0.00247589,0,0,0,0,0
"98104",49052000,1000,0.00251295,0,0,0,0,0
"98105",49052500,1000,0.00254994,0,0,0,0,0
"98106",49053000,1000,0.00254335,0,0,0,0,0
"98107",49053500,1000,0.00260748,0,0,0,0,0
"98108",49054000,1000,0.00258388,0,0,0,0,0
"98109",49054500,1000,0.00263623,0,0,0,1,1
"98110",49055000,1000,0.00259785,0,0,0,1,1
"98111",49055500,1000,0.00252161,0,0,0,0,0
"98112",49056000,1000,0.00271863,0,0,0,1,1
"98113",49056500,1000,0.00275061,0,0,0,3,3
"98114",49057000,1000,0.00266122,0,0,1,3,4
"98115",49057500,1000,0.00262656,0,0,1,2,3
"98116",49058000,1000,0.00268085,0,0,0,1,1
"98117",49058500,1000,0.00292839,0,0,1,3,4
"98118",49059000,1000,0.00294915,0,0,2,4,6
"98119",49059500,1000,0.00278968,0,0,1,3,4
"98120",49060000,1000,0.00264895,0,0,0,2,2
"98121",49060500,1000,0.00279108,0,0,1,3,4
"98122",49061000,1000,0.00287757,0,0,1,3,4
"98123",49061500,1000,0.00262227,0,0,0,0,0
"98124",49062000,1000,0.00267723,0,0,0,2,2
"98125",49062500,1000,0.00283446,0,0,1,3,4
"98126",49063000,1000,0.00269014,0,0,1,1,2
"98127",49063500,1000,0.00255117,0,0,0,0,0
"98128",49064000,1000,0.00265802,0,0,0,0,0
"98129",49064500,1000,0.00267271,0,0,0,0,0
"98130",49065000,1000,0.0026896,0,0,0,2,2
"98131",49065500,1000,0.00265677,0,0,0,2,2
"98132",49066000,1000,0.00270646,0,0,0,2,2
"98133",49066500,1000,0.00273536,0,0,0,2,2
"98134",49067000,1000,0.00262378,0,0,0,0,0
"98135",49067500,1000,0.00266767,0,0,0,2,2
"98136",49068000,1000,0.00266399,0,0,0,3,3
"98137",49068500,1000,0.00259811,0,0,0,2,2
"98138",49069000,1000,0.00270895,0,0,1,2,3
"98139",49069500,1000,0.0028426,0,0,1,2,3
"98140",49070000,1000,0.0027961,0,0,1,2,3
"98141",49070500,1000,0.00273464,0,0,1,2,3
"98142",49071000,1000,0.00277336,0,0,1,2,3
"98143",49071500,1000,0.00264331,0,0,1,1,2
"98144",49072000,1000,0.00267111,0,0,1,1,2
"98145",49072500,1000,0.00289538,0,0,1,3,4
"98146",49073000,1000,0.00276412,0,0,0,2,2
"98147",49073500,1000,0.00263615,0,0,0,1,1
"98148",49074000,1000,0.00274777,0,0,1,2,3
"98149",49074500,1000,0.00281197,0,0,2,1,3
"98150",49075000,1000,0.00257649,0,0,1,0,1
"98151",49075500,1000,0.00261197,0,0,1,1,2
"98152",49076000,1000,0.00267773,0,0,1,1,2
"98153",49076500,1000,0.00277012,0,1,1,0,2
"98154",49077000,1000,0.0028979,0,1,1,1,3
"98155",49077500,1000,0.00269649,0,0,0,1,1
"98156",49078000,1000,0.00264853,0,0,0,0,0
"98157",49078500,1000,0.00278086,0,0,1,1,2
"98158",49079000,1000,0.00271268,0,0,1,1,2
"98159",49079500,1000,0.00258054,0,0,0,1,1
"98160",49080000,1000,0.00257712,0,0,0,1,1
"98161",49080500,1000,0.00258584,0,0,0,2,2
"98162",49081000,1000,0.00265782,0,0,0,4,4
"98163",49081500,1000,0.00265198,0,0,0,2,2
"98164",49082000,1000,0.00262645,0,0,0,1,1
"98165",49082500,1000,0.00264942,0,0,0,1,1
"98166",49083000,1000,0.00271589,0,0,1,0,1
"98167",49083500,1000,0.00274472,0,0,1,2,3
"98168",49084000,1000,0.00261578,0,0,0,2,2
"98169",49084500,1000,0.00262473,0,0,1,1,2
"98170",49085000,1000,0.0026561,0,0,1,1,2
"98171",49085500,1000,0.00263699,0,0,0,1,1
"98172",49086000,1000,0.00292083,0,0,2,2,4
"98173",49086500,1000,0.00288997,0,0,2,2,4
"98174",49087000,1000,0.00260084,0,0,0,1,1
"98175",49087500,1000,0.00251433,0,0,0,0,0
"98176",49088000,1000,0.00262743,0,0,0,0,0
"98177",49088500,1000,0.00283671,0,0,0,2,2
"98178",49089000,1000,0.00277463,0,0,0,3,3
"98179",49089500,1000,0.00256769,0,0,0,1,1
"98180",49090000,1000,0.00246904,0,0,0,1,1
"98181",49090500,1000,0.00255684,0,0,0,1,1
"98182",49091000,1000,0.00263927,0,0,0,0,0
"98183",49091500,1000,0.00260654,0,0,0,0,0
"98184",49092000,1000,0.0026577,0,0,0,0,0
"98185",49092500,1000,0.00294292,0,1,0,0,1
"98186",49093000,1000,0.00289598,0,1,0,0,1
"98187",49093500,1000,0.00263077,0,0,0,2,2
"98188",49094000,1000,0.00273195,0,0,2,2,4
"98189",49094500,1000,0.00262023,0,0,2,0,2
"98190",49095000,1000,0.00257069,0,0,0,0,0
"98191",49095500,1000,0.00265806,0,0,0,1,1
"98192",49096000,1000,0.0025168,0,0,0,1,1
"98193",49096500,1000,0.00263022,0,0,1,1,2
"98194",49097000,1000,0.00280523,0,0,1,3,4
"98195",49097500,1000,0.00276242,0,0,0,3,3
"98196",49098000,1000,0.00264689,0,0,0,2,2
"98197",49098500,1000,0.00259515,0,0,1,1,2
"98198",49099000,1000,0.00262511,0,0,1,1,2
"98199",49099500,1000,0.00260432,0,0,0,1,1
"98200",49100000,1000,0.00265909,0,0,1,1,2
"98201",49100500,1000,0.00272498,0,0,1,2,3
"98202",49101000,1000,0.00264972,0,0,0,1,1
"98203",49101500,1000,0.0028147,0,0,1,0,1
"98204",49102000,1000,0.00284298,0,0,1,0,1
"98205",49102500,1000,0.00247491,0,0,0,0,0
"98206",49103000,1000,0.0023089,0,0,0,0,0
"98207",49103500,1000,0.00242782,0,0,0,0,0
"98208",49104000,1000,0.00253701,0,0,0,0,0
"98209",49104500,1000,0.00278181,0,1,0,1,2
"98210",49105000,1000,0.00297724,0,1,0,1,2
"98211",49105500,1000,0.00289213,0,0,0,1,1
"98212",49106000,1000,0.00274256,0,0,0,2,2
"98213",49106500,1000,0.00270807,0,0,0,1,1
"98214",49107000,1000,0.00265066,0,0,0,0,0
"98215",49107500,1000,0.00252885,0,0,0,0,0
"98216",49108000,1000,0.00267017,0,0,0,0,0
"98217",49108500,1000,0.00274873,0,0,0,2,2
"98218",49109000,1000,0.00260317,0,0,0,2,2
"98219",49109500,1000,0.00251475,0,0,0,0,0
"98220",49110000,1000,0.00290746,0,1,1,1,3
"98221",49110500,1000,0.00295712,0,1,1,1,3
"98222",49111000,1000,0.00257874,0,0,0,0,0
"98223",49111500,1000,0.00261063,0,0,0,1,1
"98224",49112000,1000,0.00267472,0,0,0,2,2
"98225",49112500,1000,0.00258897,0,0,0,1,1
"98226",49113000,1000,0.00250297,0,0,0,0,0
"98227",49113500,1000,0.00257049,0,0,0,2,2
"98228",49114000,1000,0.00259728,0,0,0,2,2
"98229",49114500,1000,0.0025358,0,0,0,1,1
"98230",49115000,1000,0.00254235,0,0,0,1,1
"98231",49115500,1000,0.0026003,0,0,0,0,0
"98232",49116000,1000,0.00260319,0,0,0,1,1
"98233",49116500,1000,0.00250338,0,0,0,1,1
"98234",49117000,1000,0.0026772,0,0,0,1,1
"98235",49117500,1000,0.0027819,0,0,0,1,1
"98236",49118000,1000,0.00261168,0,0,0,0,0
"98237",49118500,1000,0.00251102,0,0,0,0,0
"98238",49119000,1000,0.00254443,0,0,1,0,1
"98239",49119500,1000,0.00272307,0,0,1,0,1
"98240",49120000,1000,0.00285196,0,0,1,1,2
"98241",49120500,1000,0.00269288,0,0,1,1,2
"98242",49121000,1000,0.00257645,0,0,0,0,0
"98243",49121500,1000,0.00273835,0,0,0,1,1
"98244",49122000,1000,0.00296236,0,1,0,2,3
"98245",49122500,1000,0.00281727,0,1,0,1,2
"98246",49123000,1000,0.00249672,0,0,0,0,0
"98247",49123500,1000,0.00238828,0,0,0,0,0
"98248",49124000,1000,0.0025082,0,0,0,1,1
"98249",49124500,1000,0.00250255,0,0,0,1,1
"98250",49125000,1000,0.00258517,0,0,1,0,1
"98251",49125500,1000,0.00269707,0,0,1,0,1
"98252",49126000,1000,0.00260089,0,0,0,0,0
"98253",49126500,1000,0.00281646,0,1,0,0,1
"98254",49127000,1000,0.00269562,0,1,0,0,1
"98255",49127500,1000,0.00252477,0,0,0,1,1
"98256",49128000,1000,0.00260863,0,0,0,1,1
"98257",49128500,1000,0.00265578,0,0,0,0,0
"98258",49129000,1000,0.00270732,0,0,0,0,0
"98259",49129500,1000,0.00266898,0,0,0,0,0
"98260",49130000,1000,0.0027958,0,0,0,2,2
"98261",49130500,1000,0.00283666,0,0,0,2,2
"98262",49131000,1000,0.00262393,0,0,0,0,0
"98263",49131500,1000,0.00261282,0,0,0,1,1
"98264",49132000,1000,0.00266487,0,0,0,1,1
"98265",49132500,1000,0.00256634,0,0,0,1,1
"98266",49133000,1000,0.00246646,0,0,0,1,1
"98267",49133500,1000,0.00254552,0,0,0,2,2
"98268",49134000,1000,0.00260189,0,0,0,2,2
"98269",49134500,1000,0.00259626,0,0,0,1,1
"98270",49135000,1000,0.00258278,0,0,0,2,2
"98271",49135500,1000,0.00255682,0,0,0,2,2
"98272",49136000,1000,0.00249354,0,0,0,1,1
"98273",49136500,1000,0.00259218,0,1,0,0,1
"98274",49137000,1000,0.00261855,0,1,0,0,1
"98275",49137500,1000,0.0025312,0,0,0,0,0
"98276",49138000,1000,0.00253395,0,0,0,0,0
"98277",49138500,1000,0.00258839,0,0,0,1,1
"98278",49139000,1000,0.0026029,0,0,0,2,2
"98279",49139500,1000,0.00252618,0,0,0,1,1
"98280",49140000,1000,0.00268978,0,0,1,1,2
"98281",49140500,1000,0.00267974,0,0,1,2,3
"98282",49141000,1000,0.00256371,0,0,0,1,1
"98283",49141500,1000,0.00261283,0,0,0,0,0
"98284",49142000,1000,0.00276178,0,0,0,2,2
"98285",49142500,1000,0.00266035,0,0,0,2,2
"98286",49143000,1000,0.00266816,0,0,1,1,2
"98287",49143500,1000,0.00284961,0,0,2,1,3
"98288",49144000,1000,0.00281017,0,0,1,2,3
"98289",49144500,1000,0.00283878,0,0,0,4,4
"98290",49145000,1000,0.00272184,0,0,0,2,2
"98291",49145500,1000,0.0026596,0,0,0,0,0
"98292",49146000,1000,0.00274721,0,0,0,0,0
"98293",49146500,1000,0.00272773,0,0,0,0,0
"98294",49147000,1000,0.00265372,0,0,0,1,1
"98295",49147500,1000,0.00257173,0,0,0,2,2
"98296",49148000,1000,0.00265666,0,0,0,1,1
"98297",49148500,1000,0.00285472,0,0,1,1,2
"98298",49149000,1000,0.00269729,0,0,1,1,2
"98299",49149500,1000,0.00247159,0,0,0,0,0
"98300",49150000,1000,0.0024979,0,0,0,0,0
"98301",49150500,1000,0.00254626,0,0,0,0,0
"98302",49151000,1000,0.00261641,0,0,1,1,2
"98303",49151500,1000,0.0026798,0,0,1,1,2
"98304",49152000,1000,0.00278489,0,0,0,2,2
"98305",49152500,1000,0.00279197,0,0,0,2,2
"98306",49153000,1000,0.00271666,0,0,0,2,2
"98307",49153500,1000,0.00279908,0,1,0,3,4
"98308",49154000,1000,0.00290096,0,1,1,2,4
"98309",49154500,1000,0.00287976,0,0,1,2,3
"98310",49155000,1000,0.00283022,0,0,0,3,3
"98311",49155500,1000,0.00274584,0,0,1,2,3
"98312",49156000,1000,0.0027089,0,0,1,1,2
"98313",49156500,1000,0.00279742,0,0,0,2,2
"98314",49157000,1000,0.00280218,0,0,0,1,1
"98315",49157500,1000,0.00283015,0,0,1,1,2
"98316",49158000,1000,0.00281729,0,0,1,2,3
"98317",49158500,1000,0.00278882,0,0,1,1,2
"98318",49159000,1000,0.00288364,0,0,2,1,3
"98319",49159500,1000,0.002911,0,0,1,3,4
"98320",49160000,1000,0.00281417,0,0,0,3,3
"98321",49160500,1000,0.00267229,0,0,0,2,2
"98322",49161000,1000,0.00272409,0,0,0,2,2
"98323",49161500,1000,0.00267672,0,0,0,1,1
"98324",49162000,1000,0.00251019,0,0,0,0,0
"98325",49162500,1000,0.00263455,0,0,0,1,1
"98326",49163000,1000,0.00280474,0,0,0,1,1
"98327",49163500,1000,0.0027708,0,0,0,2,2
"98328",49164000,1000,0.0027012,0,0,0,2,2
"98329",49164500,1000,0.00261842,0,0,0,0,0
"98330",49165000,1000,0.00271943,0,0,0,3,3
"98331",49165500,1000,0.00276587,0,0,0,4,4
"98332",49166000,1000,0.00275382,0,0,0,2,2
"98333",49166500,1000,0.00281408,0,0,0,2,2
"98334",49167000,1000,0.00268084,0,0,0,1,1
"98335",49167500,1000,0.00270044,0,0,1,1,2
"98336",49168000,1000,0.00287259,0,0,1,3,4
"98337",49168500,1000,0.00277446,0,0,0,2,2
"98338",49169000,1000,0.00265912,0,0,0,0,0
"98339",49169500,1000,0.00273099,0,0,0,1,1
"98340",49170000,1000,0.00271074,0,0,0,1,1
"98341",49170500,1000,0.00263485,0,0,0,0,0
"98342",49171000,1000,0.00268047,0,0,0,1,1
"98343",49171500,1000,0.00274546,0,0,0,1,1
"98344",49172000,1000,0.00282358,0,0,0,1,1
"98345",49172500,1000,0.00281619,0,0,0,1,1
"98346",49173000,1000,0.00271879,0,0,0,1,1
"98347",49173500,1000,0.00279855,0,0,0,3,3
"98348",49174000,1000,0.00270802,0,0,0,2,2
"98349",49174500,1000,0.00258568,0,0,0,0,0
"98350",49175000,1000,0.00260625,0,0,0,1,1
"98351",49175500,1000,0.00268004,0,0,0,1,1
"98352",49176000,1000,0.00268919,0,0,0,0,0
"98353",49176500,1000,0.00263338,0,0,0,0,0
"98354",49177000,1000,0.00262645,0,0,0,0,0
"98355",49177500,1000,0.00256051,0,0,0,1,1
"98356",49178000,1000,0.0025293,0,0,0,2,2
"98357",49178500,1000,0.00259534,0,0,0,1,1
"98358",49179000,1000,0.00271079,0,0,1,0,1
"98359",49179500,1000,0.00267049,0,0,1,0,1
"98360",49180000,1000,0.00259766,0,0,1,0,1
"98361",49180500,1000,0.00273321,0,0,1,1,2
"98362",49181000,1000,0.00286911,0,1,0,1,2
"98363",49181500,1000,0.00282362,0,1,0,1,2
"98364",49182000,1000,0.00268993,0,0,0,1,1
"98365",49182500,1000,0.00267469,0,0,0,2,2
"98366",49183000,1000,0.00276047,0,0,0,2,2
"98367",49183500,1000,0.0026896,0,0,0,0,0
"98368",49184000,1000,0.00260889,0,0,0,0,0
"98369",49184500,1000,0.00267879,0,0,0,2,2
"98370",49185000,1000,0.00267966,0,0,0,2,2
"98371",49185500,1000,0.00262072,0,0,0,0,0
"98372",49186000,1000,0.00260922,0,0,0,0,0
"98373",49186500,1000,0.00260884,0,0,0,1,1
"98374",49187000,1000,0.00259461,0,0,0,1,1
"98375",49187500,1000,0.00258716,0,0,0,1,1
"98376",49188000,1000,0.00256355,0,0,0,1,1
"98377",49188500,1000,0.0026687,0,0,1,1,2
"98378",49189000,1000,0.0027432,0,0,1,1,2
"98379",49189500,1000,0.00268765,0,0,0,0,0
"98380",49190000,1000,0.00271311,0,0,0,2,2
"98381",49190500,1000,0.00269637,0,0,0,3,3
"98382",49191000,1000,0.00255813,0,0,0,1,1
"98383",49191500,1000,0.00249935,0,0,1,0,1
"98384",49192000,1000,0.00251049,0,0,1,0,1
"98385",49192500,1000,0.00255497,0,0,1,0,1
"98386",49193000,1000,0.00267305,0,0,1,1,2
"98387",49193500,1000,0.00269071,0,0,0,1,1
